States ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,8,514,8,-,8,664,8,664,4,265,3,115,3,115,6,310,6,-,6,310,6,310,3,120,2,20,2,20,-,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,6,300,6,-,6,300,6,300,3,190,3,190,3,190,-,-,-,-,-,-,-,-,0,0,0,0,0,0,20,1124,20,-,20,1274,20,1274,10,575,8,325,8,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,11,110,11,-,11,110,11,110,11,110,9,90,10,95,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,1,25,1,-,1,25,1,25,1,25,1,25,2,30,-,-,-,-,-,-,-,-,0,0,0,0,0,0,12,135,12,-,12,135,12,135,12,135,10,115,12,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,1,100,1,-,1,100,1,100,1,100,1,100,1,100,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,3,105,3,-,3,105,3,105,3,105,3,105,3,105,-,-,-,-,-,-,-,-,0,0,0,0,0,0,4,205,4,-,4,205,4,205,4,205,4,205,4,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,11,1356,11,-,11,1356,5,540,5,540,5,540,5,540,4,459,4,-,4,459,1,200,1,200,1,200,1,200,-,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,11,510,11,-,11,510,2,210,2,210,2,210,2,210,-,-,-,-,-,-,-,-,0,0,0,0,0,0,26,2325,26,-,26,2325,8,950,8,950,8,950,8,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,9,690,9,-,9,690,9,690,9,465,10,500,9,524,1,90,1,-,1,90,1,90,1,60,1,60,1,60,-,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,-,-,1,50,1,50,1,50,1,50,1,50,1,50,1,-,-,-,,,0,0,0,0,0,0,3,100,3,-,3,100,3,100,3,100,3,70,3,70,-,-,-,-,-,-,-,-,0,0,0,0,0,0,14,930,14,-,14,930,14,930,14,675,15,680,14,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,17,718,3,-,3,250,2,360,2,360,2,450,2,450,3,222,2,-,2,186,1,150,1,150,1,240,1,240,-,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,2,150,2,-,2,150,2,150,2,150,2,150,2,150,-,-,-,-,-,-,-,-,0,0,0,0,0,0,22,1090,7,-,7,586,5,660,5,660,5,840,5,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goa,1,120,1,-,1,108,1,103,1,100,1,100,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,1,25,1,-,1,25,1,25,1,25,1,25,0,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,2,145,2,-,2,128,2,128,2,125,2,125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat,51,2059,41,-,41,1990,40,1895,40,1895,41,1915,42,2015,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,6,370,6,370,6,370,6,370,16,873,16,-,16,873,16,873,16,873,16,873,16,873,-,-,-,-,-,-,-,-,0,0,0,0,0,0,67,2932,57,-,57,2863,62,3138,62,3138,63,3158,64,3258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana,8,735,8,-,8,735,9,735,9,735,9,735,9,735,1,10,1,-,1,10,1,10,1,10,1,10,1,10,-,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,1,50,1,-,1,50,1,0,1,0,1,0,1,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,10,795,10,-,10,795,11,745,11,745,11,745,11,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himachal Pradesh,27,580,27,-,28,610,30,665,30,665,30,665,31,680,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,1,10,1,-,1,10,1,10,1,10,1,10,1,10,1,25,-,-,-,-,,,0,0,0,0,0,0,2,32,2,-,-,-,-,-,1,10,0,0,0,0,31,647,30,-,29,620,31,675,32,685,31,675,32,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jammu & Kashmir,2,155,1,-,1,25,1,25,1,25,1,25,1,25,2,200,1,-,1,50,1,50,1,50,1,50,1,50,-,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,4,355,2,-,2,75,2,75,2,75,2,75,2,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand,1,160,1,-,1,150,1,150,1,150,1,150,1,150,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,2,82,4,-,4,200,4,200,4,200,4,200,4,200,-,-,-,-,-,-,-,-,0,0,0,0,0,0,3,242,5,-,5,350,5,350,5,350,5,350,5,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,133,8957,133,-,133,8957,133,8957,169,9472,169,9472,170,9482,14,462,14,-,14,462,14,462,19,512,19,512,18,402,-,-,-,-,-,-,-,-,0,0,0,0,0,0,3,15,3,-,3,15,3,15,3,15,3,15,3,15,6,326,6,-,6,326,6,326,9,346,9,346,6,46,21,697,21,-,21,697,21,697,27,812,27,812,16,250,-,-,-,-,-,-,-,-,0,0,0,0,0,0,177,10457,177,-,177,10457,177,10457,227,11157,227,11157,213,10195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala ,126,4037,126,-,126,4037,126,4037,126,4037,126,4037,124,2890,-,-,-,-,-,-,,,0,0,0,0,0,0,2,170,2,170,2,170,2,170,2,170,2,170,1,20,-,-,-,-,-,-,,,0,0,0,0,0,0,2,40,2,-,2,40,2,40,2,40,2,40,1,50,32,1105,30,-,30,945,30,945,31,662,31,662,31,662,-,-,-,-,-,-,-,-,0,0,0,0,0,0,162,5352,160,170,160,5192,160,5192,161,4909,161,4909,157,3622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,28,1486,21,-,21,630,21,630,21,630,21,630,21,630,2,250,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,-,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,20,995,2,-,2,60,2,60,2,60,2,60,2,60,-,-,-,-,-,-,-,-,0,0,0,0,0,0,50,2731,23,-,23,690,23,690,23,690,23,690,23,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra ,55,7040,63,-,63,7860,63,7860,63,7860,63,7880,63,7880,5,590,6,-,6,690,6,690,6,690,6,690,6,690,-,-,-,-,-,-,-,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,45,1982,46,-,46,1707,46,1707,46,1707,46,1707,46,1707,-,-,-,-,-,-,-,-,0,0,0,0,0,0,105,9612,115,-,115,10257,115,10257,115,10257,115,10277,115,10277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Manipur,-,-,-,-,0,-,0,-,0,0,0,0,0,0,1,5,1,-,1,5,2,10,2,10,2,10,2,10,-,-,-,-,-,-,-,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,12,213,12,-,12,213,13,218,13,218,13,218,13,218,4,25,4,-,4,40,6,50,7,100,7,100,7,100,-,-,,-,-,,-,-,0,0,0,0,0,0,17,243,17,-,17,258,21,278,22,328,22,328,22,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meghalaya,4,40,3,-,3,30,3,30,3,30,3,30,3,30,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,-,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,7,70,7,-,7,70,7,70,7,70,7,70,7,70,-,-,-,-,-,-,-,-,0,0,0,0,0,0,11,110,10,-,10,100,10,100,10,100,10,100,10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mizoram,7,70,-,-,-,-,,-,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,-,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,7,70,8,-,8,80,8,80,8,80,8,80,8,80,-,-,-,-,-,-,-,-,0,0,0,0,0,0,14,140,8,-,8,80,8,80,8,80,8,80,8,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagaland,-,-,-,-,-,-,,-,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,-,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,2,10,2,-,2,10,2,10,2,10,2,10,2,10,-,-,-,-,-,-,-,-,0,0,0,0,0,0,2,10,2,-,2,10,2,10,2,10,2,10,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odisha,8,718,8,-,8,718,8,718,8,718,8,718,8,718,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,-,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,6,185,6,-,6,185,6,185,6,185,6,185,6,185,-,-,-,-,-,-,-,-,0,0,0,0,0,0,14,903,14,-,14,903,14,903,14,903,14,903,14,903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punjab,15,1434,15,-,15,1434,15,1434,5,100,5,100,5,100,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,-,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,5,240,-,-,-,-,4,179,4,179,4,108,4,108,-,-,-,-,-,-,-,-,0,0,0,0,0,0,20,1674,15,-,15,1434,19,1613,9,279,9,208,9,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajasthan,113,979,118,-,118,1324,118,1324,118,1324,118,1324,118,1324,5,40,5,-,5,40,5,40,5,40,11,25,11,25,-,-,-,-,-,-,-,,0,0,0,0,0,0,1,20,2,-,2,22,2,22,1,20,1,20,1,20,2,22,1,-,1,20,1,20,2,22,2,22,2,22,11,242,11,-,11,242,,,0,0,0,0,6,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,132,1303,137,-,137,1648,126,1406,126,1406,132,1391,138,1391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sikkim,1,10,-,-,0,-,0,-,0,0,1,0,1,10, , ,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,-,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,1,10,0,-,1,-,0,0,0,0,1,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,8,680,2,-,2,155,2,155,2,155,2,155,2,155,1,100,1,-,1,100,1,100,1,100,1,100,1,100,270,2201,264,1955,264,1955,263,1955,261,1955,271,1955,271,1914,-,-,1,-,1,-,1,,1,0,1,0,1,50,-,-,-,-,-,-,,,0,0,0,0,0,0,9,460,1,-,1,50,1,50,1,50,1,50,1,50,-,-,-,-,-,-,-,-,0,0,0,0,0,0,288,3441,269,1955,269,2260,268,2260,266,2260,276,2260,276,2269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana**,,,,,,,,,4,399,7,339,7,339,,,,,,,,,3,190,3,190,3,190,,,,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,1,184,1,184,,,,,,,,,3,110,5,130,5,130,,,,,,,,,0,0,0,0,0,0,,,,,,,,,10,699,16,843,16,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,1,10,1,-,1,10,1,10,1,10,2,20,2,25,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,-,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,1,20,1,-,1,20,1,20,1,20,2,30,2,35,-,-,-,-,-,-,-,-,0,0,0,0,0,0,2,30,2,-,2,30,2,30,2,30,4,50,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh ,1774,10300,1771,-,1771,10020,1771,10020,1771,10020,1771,10020,1771,10020,210,1716,204,-,204,1007,204,1007,204,1007,204,1007,204,1007,-,-,-,-,-,-,-,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,8,400,8,-,8,400,8,400,8,400,8,400,8,400,-,-,-,-,-,-,-,-,0,0,0,0,0,0,1992,12416,1983,-,1983,11427,1983,11427,1983,11427,1983,11427,1983,11427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,7,319,7,-,7,319,7,319,402,2015,402,2015,402,2015,2,8,2,-,2,8,2,8,2,8,2,8,2,8,-,-,-,-,-,-,-,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,1,50,1,-,1,50,1,50,1,50,1,50,1,50,-,-,-,-,-,-,-,-,0,0,0,0,0,0,10,377,10,-,10,377,10,377,405,2073,405,2073,405,2073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,4,409,4,-,4,409,4,409,5,609,5,429,6,489,1,100,1,-,1,-,1,,1,60,1,60,1,60,-,-,-,-,-,-,-,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,12,630,12,-,12,630,12,630,11,570,12,595,12,595,-,-,-,-,-,-,-,-,0,0,0,0,1,0,17,1139,17,-,17,1039,17,1039,17,1239,18,1084,20,1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union Territory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A & N Islands,1,15,1,-,1,15,1,30,1,30,1,30,1,30,-,-,-,-,1,-,1,,1,0,1,30,1,30,-,-,-,-,1,-,1,,1,0,1,30,1,30,-,-,-,-,-,-,,,1,0,,0,1,30,-,-,-,-,-,-,,,1,0,1,30,0,0,1,15,1,-,1,15,1,0,1,0,1,30,1,30,-,-,-,-,-,-,-,-,0,0,0,0,0,0,2,30,2,-,4,30,4,30,6,30,6,150,5,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandigarh ,1,103,1,-,1,100,1,60,1,60,1,60,1,60,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,-,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,1,25,1,-,1,25,1,25,1,20,1,20,1,20,-,-,-,-,-,-,-,-,0,0,0,0,0,0,2,128,2,-,2,125,2,85,2,80,2,80,2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
